Customer ID,Age,Gender,Income,Education,Country,Mariage,Children,Total spending,Frequency,Average spending,Quartile,Cluster
13644.0,75,Other,26378,PhD,United Kingdom,Married,3,469.57,5,93.91,4,3
13647.0,43,Other,96705,High School,United Kingdom,Single,3,468.35,9,52.04,4,0
13650.0,73,Female,19008,College,United Kingdom,Married,1,593.14,16,37.07,4,3
13654.0,52,Male,49755,Master,United Kingdom,Single,2,754.08,11,68.55,4,0
13658.0,64,Female,37401,College,United Kingdom,Married,4,1091.32,13,83.95,4,3
13659.0,37,Female,73683,Bachelor,United Kingdom,Married,0,1198.84,17,70.52,4,3
13662.0,51,Female,81804,Bachelor,United Kingdom,Single,4,579.31,17,34.08,4,0
13668.0,43,Other,94797,Bachelor,United Kingdom,Single,3,2761.86,47,58.76,4,0
13680.0,47,Male,18625,PhD,United Kingdom,Single,4,1807.19,13,139.01,4,0
13693.0,56,Female,63895,PhD,United Kingdom,Married,1,489.8,13,37.68,4,3
13694.0,75,Female,38728,College,United Kingdom,Married,4,2962.19,164,18.06,4,3
13705.0,77,Male,88265,Bachelor,United Kingdom,Single,0,504.39,7,72.06,4,0
13709.0,71,Female,81651,PhD,United Kingdom,Married,1,1506.95,22,68.5,4,3
13711.0,40,Other,55639,PhD,United Kingdom,Single,0,469.02,15,31.27,4,0
13715.0,29,Male,49273,Bachelor,United Kingdom,Single,3,1277.06,21,60.81,4,0
13719.0,62,Male,70640,High School,United Kingdom,Married,4,781.87,11,71.08,4,3
13722.0,25,Male,95386,College,United Kingdom,Married,1,634.77,11,57.71,4,3
13725.0,29,Female,39760,College,United Kingdom,Single,2,495.55,11,45.05,4,0
13727.0,29,Other,96073,Master,United Kingdom,Married,1,500.88,9,55.65,4,3
13728.0,34,Male,90452,High School,United Kingdom,Single,4,816.14,16,51.01,4,0
13735.0,71,Female,33600,High School,United Kingdom,Married,0,2369.38,22,107.7,4,3
13736.0,46,Other,79219,College,United Kingdom,Single,1,1443.18,12,120.26,4,0
13742.0,36,Female,83612,Bachelor,United Kingdom,Married,1,1328.64,14,94.9,4,3
13755.0,76,Female,57623,Master,United Kingdom,Married,3,1051.22,10,105.12,4,3
13756.0,39,Female,64493,PhD,United Kingdom,Single,0,993.3,25,39.73,4,0
13758.0,65,Female,77837,Bachelor,United Kingdom,Single,1,1173.63,19,61.77,4,0
13764.0,29,Female,89790,Bachelor,United Kingdom,Married,1,976.41,6,162.73,4,3
13767.0,52,Male,75075,Bachelor,United Kingdom,Single,1,3143.27,96,32.74,4,3
13769.0,34,Female,76675,College,United Kingdom,Married,3,1007.73,29,34.75,4,3
13771.0,34,Female,21426,High School,United Kingdom,Single,1,617.7,10,61.77,4,0
13772.0,51,Male,35209,PhD,United Kingdom,Married,4,1682.21,9,186.91,4,3
13776.0,58,Male,97114,High School,United Kingdom,Single,3,1588.13,8,198.52,4,0
13777.0,26,Other,39027,College,United Kingdom,Married,4,1022.63,73,14.01,4,3
13782.0,50,Other,94792,Master,United Kingdom,Single,1,920.98,14,65.78,4,0
13786.0,40,Female,63474,Master,United Kingdom,Married,0,924.63,8,115.58,4,3
13798.0,70,Other,74775,College,United Kingdom,Married,3,2072.22,125,16.58,4,3
13802.0,39,Other,85347,College,United Kingdom,Single,4,1339.05,24,55.79,4,0
13804.0,21,Female,13270,College,United Kingdom,Single,2,504.68,9,56.08,4,0
13810.0,61,Male,47491,College,Germany,Married,0,1344.23,4,336.06,4,2
13811.0,77,Female,20721,Bachelor,Germany,Married,4,564.0,4,141.0,4,2
13813.0,36,Male,53369,Bachelor,Germany,Married,0,638.51,12,53.21,4,2
13815.0,40,Male,79280,Bachelor,Germany,Single,4,1013.27,10,101.33,4,2
13821.0,42,Female,77464,Master,United Kingdom,Single,4,748.66,7,106.95,4,0
13823.0,76,Other,70396,Master,United Kingdom,Married,0,802.69,8,100.34,4,3
13831.0,25,Male,49592,PhD,United Kingdom,Single,3,854.48,20,42.72,4,0
13838.0,33,Other,96619,PhD,United Kingdom,Married,3,1474.55,10,147.45,4,3
13842.0,31,Male,55450,PhD,United Kingdom,Married,0,1481.26,19,77.96,4,3
13849.0,19,Other,38031,PhD,United Kingdom,Single,4,816.93,6,136.16,4,0
13854.0,34,Male,27282,Bachelor,United Kingdom,Single,2,818.61,45,18.19,4,0
13869.0,52,Female,96544,PhD,United Kingdom,Single,1,2569.21,10,256.92,4,0
13870.0,58,Female,15301,College,United Kingdom,Married,3,600.55,18,33.36,4,3
13871.0,56,Male,70186,PhD,United Kingdom,Married,3,1501.7,21,71.51,4,3
13875.0,71,Female,10205,Master,United Kingdom,Single,3,904.31,14,64.59,4,0
13878.0,62,Male,34586,PhD,United Kingdom,Married,4,473.63,4,118.41,4,3
13880.0,59,Female,21963,High School,United Kingdom,Single,4,579.4,17,34.08,4,0
13881.0,75,Other,11887,Bachelor,United Kingdom,Single,2,1316.38,51,25.81,4,0
13883.0,45,Male,43269,Bachelor,United Kingdom,Married,1,1102.68,26,42.41,4,3
13884.0,77,Female,67528,College,United Kingdom,Married,0,679.72,14,48.55,4,3
13888.0,35,Other,83925,High School,United Kingdom,Married,3,744.13,7,106.3,4,3
13890.0,55,Male,12609,High School,United Kingdom,Single,3,599.88,22,27.27,4,0
13895.0,77,Female,34307,High School,United Kingdom,Married,1,794.18,8,99.27,4,3
13901.0,25,Female,68289,Bachelor,United Kingdom,Single,0,1196.33,20,59.82,4,0
13911.0,39,Other,70160,College,United Kingdom,Single,1,556.13,22,25.28,4,0
13931.0,24,Male,67311,High School,United Kingdom,Single,3,645.69,12,53.81,4,0
13952.0,35,Male,39623,PhD,United Kingdom,Single,2,1555.67,17,91.51,4,0
13956.0,26,Female,71699,Bachelor,United Kingdom,Single,2,520.25,5,104.05,4,0
13958.0,73,Other,64534,College,United Kingdom,Single,3,1084.59,12,90.38,4,0
13963.0,38,Other,95940,PhD,United Kingdom,Single,1,676.2,18,37.57,4,0
13969.0,38,Male,93476,College,United Kingdom,Married,0,3049.57,39,78.19,4,3
13971.0,46,Other,15205,Bachelor,United Kingdom,Married,1,629.31,18,34.96,4,3
13975.0,79,Male,97005,PhD,United Kingdom,Single,3,1520.91,14,108.64,4,0
13979.0,64,Other,95507,PhD,United Kingdom,Single,0,1063.97,11,96.72,4,0
13982.0,73,Female,76821,PhD,United Kingdom,Single,1,603.31,13,46.41,4,0
13983.0,55,Other,45634,Bachelor,United Kingdom,Single,1,1244.2,30,41.47,4,0
13985.0,22,Other,86425,Bachelor,United Kingdom,Single,0,1202.5,24,50.1,4,0
13988.0,34,Female,74795,College,United Kingdom,Single,1,898.43,11,81.68,4,0
13993.0,64,Other,90889,Master,United Kingdom,Single,0,1318.07,24,54.92,4,0
13994.0,53,Female,75402,PhD,United Kingdom,Single,2,590.83,6,98.47,4,0
13995.0,66,Other,15718,High School,United Kingdom,Married,3,570.15,18,31.67,4,3
13999.0,27,Other,80766,College,United Kingdom,Married,0,1235.35,36,34.32,4,3
14004.0,30,Male,78942,Bachelor,United Kingdom,Married,3,747.8,11,67.98,4,3
14016.0,62,Female,35860,High School,EIRE,Married,0,1595.68,13,122.74,4,2
14028.0,51,Male,49535,Bachelor,United Kingdom,Married,2,3627.9,5,725.58,4,3
14030.0,69,Male,60725,College,United Kingdom,Married,2,3448.8,22,156.76,4,3
14031.0,72,Female,39386,High School,United Kingdom,Married,0,3618.9,55,65.8,4,3
14032.0,45,Female,71801,Master,United Kingdom,Married,4,552.1,25,22.08,4,3
14040.0,67,Other,66645,College,United Kingdom,Single,1,3044.3,42,72.48,4,0
14044.0,42,Female,91586,Master,United Kingdom,Single,2,2144.46,11,194.95,4,0
14047.0,18,Male,19156,PhD,United Kingdom,Single,4,719.85,19,37.89,4,0
14049.0,52,Other,97069,High School,United Kingdom,Single,3,3240.91,18,180.05,4,0
14051.0,31,Male,47874,Master,United Kingdom,Married,0,1501.95,42,35.76,4,3
14056.0,37,Female,82823,High School,United Kingdom,Single,3,3172.58,29,109.4,4,0
14057.0,70,Male,70979,High School,United Kingdom,Single,3,927.22,23,40.31,4,0
14062.0,39,Female,95699,PhD,United Kingdom,Single,3,1032.14,27,38.23,4,0
14063.0,31,Female,69293,High School,United Kingdom,Married,4,39920.95,13,3070.84,4,1
14068.0,67,Female,32216,College,United Kingdom,Single,1,505.61,5,101.12,4,0
14071.0,54,Other,52968,Master,United Kingdom,Married,1,792.43,9,88.05,4,3
14080.0,31,Female,22964,High School,United Kingdom,Single,1,703.44,6,117.24,4,0
14081.0,37,Male,52158,PhD,United Kingdom,Married,4,2630.21,16,164.39,4,3
14083.0,35,Female,91613,PhD,United Kingdom,Single,2,720.05,11,65.46,4,0
14085.0,25,Female,16696,College,United Kingdom,Married,1,2935.93,34,86.35,4,3
14088.0,27,Female,46850,High School,United Kingdom,Married,1,5312.87,20,265.64,4,3
14092.0,71,Female,35882,High School,United Kingdom,Married,4,1140.27,27,42.23,4,3
14096.0,20,Other,46964,Master,United Kingdom,Single,4,41376.33,34,1216.95,4,1
14099.0,53,Male,42489,Master,United Kingdom,Single,4,1370.5,22,62.3,4,0
14105.0,30,Male,57837,Bachelor,United Kingdom,Married,0,838.63,9,93.18,4,3
14107.0,63,Male,83229,College,United Kingdom,Married,2,657.56,13,50.58,4,3
14110.0,38,Other,58917,PhD,United Kingdom,Single,0,1092.6,35,31.22,4,0
14112.0,35,Male,87001,Master,United Kingdom,Married,1,909.24,27,33.68,4,3
14125.0,55,Female,75443,High School,United Kingdom,Married,3,527.94,3,175.98,4,3
14127.0,48,Male,44204,College,United Kingdom,Married,4,476.33,6,79.39,4,3
14130.0,42,Male,60918,PhD,United Kingdom,Single,2,507.87,4,126.97,4,0
14134.0,37,Other,64909,High School,United Kingdom,Married,0,603.74,15,40.25,4,3
14135.0,31,Female,49115,High School,United Kingdom,Single,2,547.8,25,21.91,4,0
14146.0,57,Female,29769,Master,United Kingdom,Single,2,1403.7,13,107.98,4,0
14154.0,70,Male,12075,High School,United Kingdom,Married,1,1151.43,10,115.14,4,3
14156.0,58,Female,68686,PhD,EIRE,Single,4,36432.32,202,180.36,4,1
14159.0,50,Male,48401,PhD,United Kingdom,Single,3,3026.12,25,121.04,4,0
14161.0,38,Other,67210,Bachelor,United Kingdom,Married,4,860.09,7,122.87,4,3
14167.0,73,Female,80717,College,United Kingdom,Married,3,491.82,8,61.48,4,3
14175.0,31,Male,51999,High School,United Kingdom,Married,4,1614.49,17,94.97,4,3
14177.0,41,Female,44484,PhD,United Kingdom,Married,0,848.11,14,60.58,4,3
14178.0,48,Male,32794,Master,United Kingdom,Single,4,556.92,7,79.56,4,0
14180.0,75,Other,95578,Bachelor,United Kingdom,Single,3,3227.63,42,76.85,4,0
14189.0,39,Female,25197,Master,United Kingdom,Married,4,810.97,25,32.44,4,3
14191.0,78,Female,56608,College,United Kingdom,Married,1,566.66,17,33.33,4,3
14194.0,72,Other,36756,High School,United Kingdom,Single,4,3181.14,54,58.91,4,0
14198.0,43,Female,35685,PhD,United Kingdom,Single,2,500.46,13,38.5,4,0
14204.0,19,Female,66013,Master,United Kingdom,Single,0,624.69,4,156.17,4,0
14205.0,25,Other,19202,College,United Kingdom,Single,2,600.88,12,50.07,4,0
14209.0,62,Female,79197,College,United Kingdom,Single,2,1219.2,19,64.17,4,0
14210.0,68,Female,48235,High School,United Kingdom,Single,1,1217.4,21,57.97,4,0
14211.0,45,Other,26332,Master,United Kingdom,Single,3,725.69,26,27.91,4,0
14215.0,52,Other,91937,Master,United Kingdom,Married,2,541.82,10,54.18,4,3
14217.0,54,Other,77516,Master,United Kingdom,Married,4,1118.51,33,33.89,4,3
14221.0,75,Other,31756,College,United Kingdom,Married,3,1166.46,19,61.39,4,3
14224.0,26,Other,18140,PhD,United Kingdom,Married,4,971.67,9,107.96,4,3
14227.0,18,Other,38585,College,United Kingdom,Single,4,1015.8,22,46.17,4,0
14239.0,25,Male,36716,PhD,United Kingdom,Married,4,807.89,24,33.66,4,3
14243.0,46,Female,63537,PhD,United Kingdom,Single,1,1415.75,23,61.55,4,0
14249.0,36,Other,34078,PhD,United Kingdom,Married,0,1166.16,12,97.18,4,3
14255.0,51,Other,87566,High School,United Kingdom,Single,2,3442.86,4,860.72,4,0
14256.0,60,Other,25108,Bachelor,United Kingdom,Single,0,588.99,9,65.44,4,0
14257.0,20,Male,69648,College,United Kingdom,Married,3,571.91,10,57.19,4,3
14258.0,45,Female,99168,College,United Kingdom,Married,3,1272.5,32,39.77,4,3
14264.0,62,Female,96601,Master,United Kingdom,Single,1,479.12,8,59.89,4,0
14277.0,79,Female,40808,High School,France,Single,0,1637.37,14,116.96,4,2
14286.0,27,Female,38672,PhD,United Kingdom,Single,3,728.91,12,60.74,4,0
14290.0,60,Male,94156,PhD,United Kingdom,Single,3,671.41,14,47.96,4,0
14291.0,73,Male,31921,Master,United Kingdom,Married,3,1201.83,25,48.07,4,3
14292.0,34,Female,69390,Bachelor,United Kingdom,Single,4,668.32,27,24.75,4,0
14298.0,32,Female,27108,Master,United Kingdom,Married,3,4523.69,84,53.85,4,3
14299.0,63,Male,22672,High School,United Kingdom,Single,2,1249.95,41,30.49,4,0
14307.0,23,Female,68332,High School,United Kingdom,Married,2,844.46,11,76.77,4,3
14308.0,54,Female,19107,College,United Kingdom,Single,3,3143.49,5,628.7,4,0
14309.0,54,Male,65877,Bachelor,United Kingdom,Married,0,503.87,12,41.99,4,3
14312.0,68,Male,30066,Master,United Kingdom,Married,0,721.96,11,65.63,4,3
14315.0,71,Female,61767,College,United Kingdom,Single,0,497.79,10,49.78,4,0
14328.0,58,Other,97354,Master,United Kingdom,Married,1,1335.16,3,445.05,4,3
14329.0,25,Male,89713,Bachelor,United Kingdom,Single,3,1877.96,28,67.07,4,0
14334.0,70,Male,69033,Bachelor,United Kingdom,Married,1,827.72,14,59.12,4,3
14341.0,43,Male,26857,Master,United Kingdom,Single,0,687.92,20,34.4,4,0
14343.0,22,Male,24517,High School,United Kingdom,Single,2,573.68,4,143.42,4,0
14344.0,18,Male,67072,PhD,United Kingdom,Married,3,870.68,20,43.53,4,3
14346.0,44,Male,42749,PhD,United Kingdom,Married,4,507.53,5,101.51,4,3
14367.0,32,Other,85854,PhD,United Kingdom,Single,1,1700.53,19,89.5,4,0
14375.0,68,Female,13820,College,United Kingdom,Single,4,592.91,3,197.64,4,0
14382.0,35,Male,14450,High School,United Kingdom,Single,2,552.18,3,184.06,4,0
14387.0,68,Other,96838,Master,United Kingdom,Single,4,473.5,3,157.83,4,0
14388.0,47,Other,94403,Master,United Kingdom,Single,1,1213.91,20,60.7,4,0
14390.0,74,Other,88253,College,United Kingdom,Married,2,1658.67,18,92.15,4,3
14395.0,67,Female,35125,High School,United Kingdom,Single,1,2426.54,24,101.11,4,0
14396.0,44,Male,40165,Bachelor,United Kingdom,Single,0,803.4,7,114.77,4,0
14399.0,63,Male,20933,PhD,United Kingdom,Married,1,516.58,9,57.4,4,3
14401.0,44,Other,65677,High School,United Kingdom,Married,3,493.38,25,19.74,4,3
14404.0,65,Other,11381,High School,United Kingdom,Single,1,694.83,15,46.32,4,0
14410.0,45,Female,32271,Bachelor,United Kingdom,Single,1,1242.35,17,73.08,4,0
14413.0,38,Male,26557,College,United Kingdom,Single,3,590.55,4,147.64,4,0
14415.0,21,Male,29160,Bachelor,United Kingdom,Single,4,4064.29,32,127.01,4,0
14419.0,67,Other,10055,PhD,United Kingdom,Single,1,586.06,7,83.72,4,0
14422.0,36,Other,22192,Master,United Kingdom,Married,2,1649.67,21,78.56,4,3
14426.0,57,Male,74858,Master,United Kingdom,Married,4,2178.01,27,80.67,4,3
14428.0,25,Other,31018,College,United Kingdom,Married,4,609.87,7,87.12,4,3
14432.0,19,Other,76214,PhD,United Kingdom,Single,0,554.21,6,92.37,4,0
14439.0,42,Other,57246,High School,Greece,Single,0,685.44,5,137.09,4,2
14440.0,66,Other,10378,High School,United Kingdom,Single,4,650.1,15,43.34,4,0
14441.0,30,Male,37451,Bachelor,United Kingdom,Married,0,1026.61,19,54.03,4,3
14442.0,22,Other,14578,Bachelor,Channel Islands,Married,4,1522.58,12,126.88,4,2
14446.0,58,Other,67044,Bachelor,United Kingdom,Married,4,600.51,5,120.1,4,3
14449.0,28,Male,91532,High School,United Kingdom,Married,0,982.24,8,122.78,4,3
14451.0,32,Male,26014,Bachelor,United Kingdom,Married,0,1152.74,18,64.04,4,3
14456.0,33,Other,43738,PhD,United Kingdom,Single,4,1737.26,14,124.09,4,0
14461.0,29,Female,61343,College,United Kingdom,Married,0,2248.23,14,160.59,4,3
14462.0,49,Male,29837,Bachelor,United Kingdom,Married,3,854.91,16,53.43,4,3
14465.0,64,Female,80890,PhD,United Kingdom,Married,1,517.09,11,47.01,4,3
14466.0,61,Other,16581,College,United Kingdom,Married,1,644.87,13,49.61,4,3
14467.0,38,Other,28751,College,United Kingdom,Single,4,730.56,12,60.88,4,0
14469.0,79,Female,38776,PhD,United Kingdom,Married,2,573.16,4,143.29,4,3
14472.0,79,Female,63299,Bachelor,United Kingdom,Single,3,934.74,9,103.86,4,0
14474.0,18,Other,51686,Master,United Kingdom,Single,4,554.75,3,184.92,4,0
14481.0,64,Female,52281,Bachelor,United Kingdom,Single,4,730.27,6,121.71,4,0
14482.0,77,Other,21338,PhD,United Kingdom,Married,3,650.97,14,46.5,4,3
14487.0,37,Other,45102,College,United Kingdom,Married,4,498.13,8,62.27,4,3
14492.0,74,Other,56085,College,United Kingdom,Married,2,467.11,10,46.71,4,3
14493.0,37,Male,52810,Master,United Kingdom,Single,1,1073.61,14,76.69,4,0
14496.0,75,Female,46931,Master,United Kingdom,Single,4,590.24,10,59.02,4,0
14498.0,65,Other,55315,High School,United Kingdom,Single,2,1126.56,10,112.66,4,0
14499.0,47,Female,85499,College,United Kingdom,Married,0,674.95,10,67.5,4,3
14502.0,60,Other,61341,Bachelor,United Kingdom,Single,1,1524.53,14,108.9,4,0
14505.0,35,Other,35530,High School,United Kingdom,Single,1,4891.19,27,181.16,4,0
14506.0,18,Other,36046,PhD,United Kingdom,Married,3,1674.03,7,239.15,4,3
14507.0,57,Female,38135,PhD,United Kingdom,Married,1,928.91,14,66.35,4,3
14508.0,56,Other,99230,Master,United Kingdom,Married,3,651.02,6,108.5,4,3
14514.0,76,Male,24446,Bachelor,United Kingdom,Single,3,873.71,10,87.37,4,0
14515.0,67,Female,32683,PhD,United Kingdom,Single,2,505.22,15,33.68,4,0
14524.0,24,Male,15781,PhD,United Kingdom,Married,1,1201.53,13,92.43,4,3
14525.0,56,Female,13177,College,United Kingdom,Married,3,1607.57,21,76.55,4,3
14527.0,71,Male,34004,College,United Kingdom,Married,2,15621.86,190,82.22,4,1
14530.0,69,Other,75621,Bachelor,United Kingdom,Single,2,1823.16,19,95.96,4,0
14532.0,36,Female,94614,Bachelor,United Kingdom,Married,3,1477.96,12,123.16,4,3
14534.0,43,Other,39110,Bachelor,United Kingdom,Married,0,2563.55,38,67.46,4,3
14535.0,64,Male,51528,PhD,United Kingdom,Married,4,2418.5,11,219.86,4,3
14540.0,19,Male,28713,Master,United Kingdom,Married,1,1025.25,12,85.44,4,3
14541.0,27,Other,54484,College,United Kingdom,Married,4,478.81,14,34.2,4,3
14543.0,35,Other,82333,PhD,United Kingdom,Single,1,1937.85,50,38.76,4,0
14546.0,73,Female,42078,Bachelor,United Kingdom,Single,4,2138.94,20,106.95,4,0
14547.0,21,Female,60045,Bachelor,United Kingdom,Married,0,1053.88,9,117.1,4,3
14553.0,37,Male,41744,Master,United Kingdom,Single,4,790.17,10,79.02,4,0
14554.0,65,Other,71601,PhD,United Kingdom,Single,2,595.48,4,148.87,4,0
14556.0,38,Other,13777,College,United Kingdom,Single,1,559.99,3,186.66,4,0
14560.0,34,Female,12653,High School,United Kingdom,Single,3,881.49,46,19.16,4,0
14562.0,75,Male,15761,College,United Kingdom,Single,3,2019.52,30,67.32,4,0
14563.0,23,Male,78920,High School,United Kingdom,Married,2,477.42,2,238.71,4,3
14565.0,40,Other,45856,PhD,United Kingdom,Married,1,601.54,7,85.93,4,3
14572.0,46,Male,50618,PhD,United Kingdom,Single,4,1691.42,15,112.76,4,0
14573.0,49,Male,80333,High School,United Kingdom,Single,3,1770.93,17,104.17,4,0
14577.0,45,Other,29574,College,United Kingdom,Single,2,492.22,7,70.32,4,0
14583.0,76,Male,97691,Bachelor,United Kingdom,Married,2,1134.91,8,141.86,4,3
14584.0,23,Male,21043,Bachelor,United Kingdom,Single,4,608.97,9,67.66,4,0
14587.0,30,Other,52965,College,United Kingdom,Single,0,916.45,10,91.65,4,0
14590.0,77,Female,89454,Bachelor,United Kingdom,Single,3,861.93,28,30.78,4,0
14591.0,32,Male,93036,High School,United Kingdom,Single,4,553.71,4,138.43,4,0
14593.0,33,Female,51797,Master,United Kingdom,Single,0,1637.95,18,91.0,4,0
14606.0,43,Male,25526,Master,United Kingdom,Married,1,19086.39,259,73.69,4,1
14607.0,40,Female,17904,High School,United Kingdom,Married,2,658.57,27,24.39,4,3
14621.0,53,Other,37685,Master,United Kingdom,Married,4,507.84,16,31.74,4,3
14623.0,67,Other,22006,High School,United Kingdom,Married,1,849.49,12,70.79,4,3
14625.0,73,Male,78217,PhD,United Kingdom,Single,3,1117.81,18,62.1,4,0
14626.0,28,Female,35015,Bachelor,United Kingdom,Single,2,710.99,15,47.4,4,0
14629.0,49,Male,38180,College,United Kingdom,Married,0,573.25,3,191.08,4,3
14639.0,67,Female,23159,PhD,United Kingdom,Single,0,1328.93,11,120.81,4,0
14640.0,55,Female,63974,Master,United Kingdom,Married,4,770.8,16,48.18,4,3
14646.0,42,Other,96079,Master,Netherlands,Married,3,11081.4,164,67.57,4,3
14648.0,39,Female,96344,Bachelor,United Kingdom,Single,4,982.84,19,51.73,4,0
14649.0,48,Female,43655,Master,United Kingdom,Married,2,1729.05,11,157.19,4,3
14651.0,43,Male,96829,PhD,United Kingdom,Single,3,895.89,9,99.54,4,0
14653.0,55,Male,92083,Master,United Kingdom,Single,2,1397.82,12,116.48,4,0
14656.0,67,Male,10182,Bachelor,United Kingdom,Single,0,644.4,5,128.88,4,0
14657.0,60,Other,36135,High School,United Kingdom,Married,2,573.11,7,81.87,4,3
14659.0,57,Male,14728,Master,United Kingdom,Married,4,785.89,12,65.49,4,3
14662.0,71,Male,90420,High School,United Kingdom,Single,4,636.19,7,90.88,4,0
14665.0,19,Male,36083,High School,United Kingdom,Single,3,616.61,9,68.51,4,0
14667.0,71,Male,93197,PhD,United Kingdom,Single,3,4409.25,61,72.28,4,0
14669.0,54,Other,54746,High School,United Kingdom,Single,4,1052.32,7,150.33,4,0
14675.0,30,Female,70690,High School,United Kingdom,Single,4,496.86,2,248.43,4,0
14680.0,25,Male,94819,PhD,United Kingdom,Single,2,3996.12,87,45.93,4,3
14684.0,26,Female,78613,Master,United Kingdom,Married,3,885.5,6,147.58,4,3
14685.0,64,Male,64926,College,United Kingdom,Single,0,668.79,13,51.45,4,0
14686.0,53,Male,40798,PhD,United Kingdom,Single,3,534.62,6,89.1,4,0
14688.0,35,Other,35162,College,United Kingdom,Married,0,1153.42,34,33.92,4,3
14692.0,71,Male,80358,College,United Kingdom,Married,3,482.03,13,37.08,4,3
14698.0,64,Male,90483,High School,United Kingdom,Single,0,603.27,5,120.65,4,0
14701.0,37,Other,29635,Master,United Kingdom,Single,0,1936.35,18,107.57,4,0
14702.0,60,Male,24228,Bachelor,United Kingdom,Single,3,2690.2,32,84.07,4,0
14704.0,68,Female,40693,Master,United Kingdom,Married,0,1086.32,11,98.76,4,3
14709.0,77,Female,70074,College,United Kingdom,Single,4,1233.44,27,45.68,4,0
14710.0,43,Female,20329,Bachelor,United Kingdom,Married,3,907.98,13,69.84,4,3
14711.0,55,Male,92805,PhD,United Kingdom,Married,2,1703.02,12,141.92,4,3
14713.0,74,Other,19710,College,United Kingdom,Married,1,1620.75,25,64.83,4,3
14719.0,62,Other,42189,Bachelor,United Kingdom,Single,2,569.33,6,94.89,4,0
14723.0,67,Male,14995,Master,United Kingdom,Single,4,1029.59,11,93.6,4,0
14730.0,29,Male,26322,College,United Kingdom,Married,1,1265.42,8,158.18,4,3
14732.0,52,Other,91864,Master,United Kingdom,Single,0,1144.65,24,47.69,4,0
14733.0,28,Female,62215,PhD,United Kingdom,Married,3,1422.98,18,79.05,4,3
14735.0,67,Female,92316,PhD,United Kingdom,Married,1,1479.66,59,25.08,4,3
14739.0,20,Female,50411,College,United Kingdom,Single,2,647.16,28,23.11,4,0
14740.0,75,Female,82725,College,United Kingdom,Single,3,813.92,13,62.61,4,0
14744.0,69,Female,67111,Master,United Kingdom,Married,1,540.4,17,31.79,4,3
14755.0,21,Female,49405,PhD,United Kingdom,Married,2,1975.9,30,65.86,4,3
14756.0,37,Female,92405,PhD,United Kingdom,Married,2,479.38,4,119.84,4,3
14758.0,34,Other,99373,Bachelor,United Kingdom,Married,4,822.43,7,117.49,4,3
14759.0,25,Male,75142,PhD,United Kingdom,Single,1,550.2,3,183.4,4,0
14766.0,26,Other,62774,High School,United Kingdom,Single,3,968.12,14,69.15,4,0
14769.0,56,Other,92130,Master,United Kingdom,Married,2,3853.14,21,183.48,4,3
14770.0,70,Male,78513,Master,United Kingdom,Single,2,785.62,9,87.29,4,0
14781.0,78,Female,47969,High School,United Kingdom,Married,3,530.31,1,530.31,4,3
14794.0,23,Female,67326,PhD,United Kingdom,Single,3,671.81,13,51.68,4,0
14796.0,63,Female,93999,PhD,United Kingdom,Single,3,3277.28,39,84.03,4,0
14800.0,77,Other,50080,College,United Kingdom,Single,3,1771.31,23,77.01,4,0
14802.0,44,Other,10046,PhD,United Kingdom,Single,0,4508.94,6,751.49,4,0
14805.0,61,Other,44704,PhD,United Kingdom,Married,3,624.79,7,89.26,4,3
14808.0,48,Female,24567,Bachelor,United Kingdom,Single,4,1236.84,15,82.46,4,0
14810.0,25,Male,91451,Master,United Kingdom,Single,0,774.37,13,59.57,4,0
14813.0,19,Male,79194,Bachelor,United Kingdom,Single,3,556.02,4,139.0,4,0
14817.0,63,Other,91555,Master,United Kingdom,Married,0,959.06,9,106.56,4,3
14825.0,57,Male,90113,Master,United Kingdom,Single,4,805.87,27,29.85,4,0
14832.0,35,Male,74183,Master,United Kingdom,Single,0,920.01,3,306.67,4,0
14841.0,49,Female,14087,PhD,United Kingdom,Single,4,947.92,14,67.71,4,0
14842.0,70,Male,40892,Master,United Kingdom,Married,0,1121.61,8,140.2,4,3
14844.0,52,Male,47903,PhD,United Kingdom,Married,1,811.78,12,67.65,4,3
14849.0,37,Male,71708,High School,United Kingdom,Single,1,1803.94,50,36.08,4,0
14852.0,66,Other,87672,College,United Kingdom,Married,3,760.43,21,36.21,4,3
14854.0,24,Female,38427,Bachelor,United Kingdom,Married,4,605.66,14,43.26,4,3
14855.0,24,Other,78966,Master,United Kingdom,Married,2,620.98,7,88.71,4,3
14857.0,27,Female,20528,PhD,United Kingdom,Single,2,713.03,10,71.3,4,0
14866.0,74,Female,78379,High School,United Kingdom,Single,2,467.75,20,23.39,4,0
14867.0,54,Female,19436,College,United Kingdom,Single,3,798.84,19,42.04,4,0
14868.0,46,Female,66974,College,United Kingdom,Married,0,552.02,13,42.46,4,3
14869.0,70,Female,94062,PhD,United Kingdom,Single,4,636.76,9,70.75,4,0
14871.0,28,Male,43675,High School,United Kingdom,Married,2,682.4,9,75.82,4,3
14878.0,41,Female,37469,High School,United Kingdom,Married,1,1038.04,28,37.07,4,3
14895.0,67,Other,56953,Master,United Kingdom,Single,3,4277.36,48,89.11,4,0
14896.0,57,Other,16530,Bachelor,United Kingdom,Married,0,815.3,10,81.53,4,3
14897.0,60,Female,33037,High School,United Kingdom,Married,2,561.38,9,62.38,4,3
