Customer ID,Age,Gender,Income,Education,Country,Mariage,Children,Total spending,Frequency,Average spending,Quartile
13074.0,79,Female,46293,College,United Kingdom,Married,3,122.67,5,24.53,2
13075.0,78,Male,95979,High School,United Kingdom,Married,3,44.87,1,44.87,1
13076.0,65,Female,38223,Bachelor,United Kingdom,Married,2,35.85,1,35.85,1
13077.0,76,Male,95575,High School,United Kingdom,Married,3,708.27,14,50.59,4
13078.0,58,Female,78026,College,United Kingdom,Single,0,3386.82,95,35.65,4
13079.0,18,Male,74815,College,United Kingdom,Married,1,52.69,6,8.78,1
13080.0,28,Other,67410,High School,United Kingdom,Single,1,61.22,5,12.24,1
13081.0,29,Male,97299,High School,United Kingdom,Married,4,5311.15,44,120.71,4
13082.0,31,Male,53087,High School,United Kingdom,Single,3,341.1,25,13.64,3
13083.0,25,Other,20323,PhD,United Kingdom,Single,2,63.86,3,21.29,1
13084.0,48,Male,66909,College,United Kingdom,Married,2,3.4,2,1.7,1
13085.0,24,Other,81585,Master,United Kingdom,Single,0,1142.05,10,114.2,4
13086.0,63,Female,49964,Bachelor,United Kingdom,Married,0,184.93,1,184.93,3
13087.0,71,Female,66253,College,United Kingdom,Single,1,85.77,1,85.77,2
13088.0,48,Other,50598,Bachelor,United Kingdom,Married,3,83.12,1,83.12,2
13089.0,33,Other,65748,Bachelor,United Kingdom,Married,3,9422.58,247,38.15,4
13090.0,59,Other,65254,Master,United Kingdom,Married,3,1333.5,30,44.45,4
13091.0,56,Other,53649,Master,United Kingdom,Married,4,1402.9,6,233.82,4
13092.0,71,Other,90304,Bachelor,United Kingdom,Single,4,579.3,15,38.62,4
13093.0,61,Male,77410,High School,United Kingdom,Single,2,3300.27,88,37.5,4
13094.0,36,Male,35570,PhD,United Kingdom,Single,1,51.77,17,3.05,1
13095.0,25,Other,84287,Bachelor,United Kingdom,Single,1,4.16,1,4.16,1
13096.0,46,Male,17669,Master,United Kingdom,Single,3,69.95,1,69.95,2
13097.0,19,Other,24866,High School,United Kingdom,Single,3,4807.98,40,120.2,4
13098.0,59,Female,54706,Master,United Kingdom,Single,2,1713.6,41,41.8,4
13099.0,20,Other,65492,High School,United Kingdom,Single,4,0.72,1,0.72,1
13100.0,68,Other,74043,PhD,United Kingdom,Single,3,1598.67,1,1598.67,4
13101.0,46,Female,88593,PhD,United Kingdom,Single,0,131.38,4,32.84,2
13102.0,32,Other,18970,PhD,United Kingdom,Single,4,1536.19,42,36.58,4
13103.0,55,Female,59736,College,United Kingdom,Single,4,76.06,3,25.35,2
13104.0,45,Female,42538,College,United Kingdom,Married,2,65.38,9,7.26,1
13105.0,72,Female,89665,Master,United Kingdom,Single,4,0.72,1,0.72,1
13106.0,54,Other,30843,PhD,United Kingdom,Single,3,216.91,3,72.3,3
13107.0,49,Female,67539,College,United Kingdom,Single,0,370.97,15,24.73,3
13108.0,47,Female,52890,PhD,United Kingdom,Married,0,67.08,2,33.54,2
13109.0,68,Other,72338,High School,United Kingdom,Married,3,214.64,7,30.66,3
13110.0,78,Female,64819,Master,United Kingdom,Married,2,1234.57,14,88.18,4
13111.0,64,Other,54390,Bachelor,United Kingdom,Single,3,23.66,1,23.66,1
13112.0,47,Other,51989,PhD,United Kingdom,Single,0,13.47,3,4.49,1
13113.0,68,Other,71755,Master,United Kingdom,Single,1,1945.4,60,32.42,4
13114.0,51,Other,25838,PhD,United Kingdom,Single,3,89.54,1,89.54,2
13115.0,30,Male,48182,Bachelor,United Kingdom,Single,3,859.0,23,37.35,4
13116.0,50,Female,60157,Master,United Kingdom,Single,3,151.6,2,75.8,2
13117.0,59,Other,97984,PhD,United Kingdom,Married,1,496.15,19,26.11,4
13118.0,34,Female,24022,Bachelor,United Kingdom,Married,2,651.82,12,54.32,4
13119.0,20,Female,31198,Master,United Kingdom,Single,3,16.65,1,16.65,1
13120.0,26,Male,96209,Master,United Kingdom,Single,1,2.55,1,2.55,1
13121.0,69,Male,49059,Master,United Kingdom,Married,1,88.64,2,44.32,2
13122.0,79,Male,12199,High School,United Kingdom,Single,4,145.01,2,72.5,2
13123.0,28,Female,34429,High School,United Kingdom,Married,1,144.67,2,72.33,2
13124.0,66,Female,96903,High School,United Kingdom,Single,2,950.44,4,237.61,4
13125.0,44,Other,36951,PhD,United Kingdom,Married,1,100.98,1,100.98,2
13126.0,45,Female,70953,College,United Kingdom,Single,0,622.55,19,32.77,4
13127.0,74,Male,35401,Master,United Kingdom,Married,1,43.28,1,43.28,1
13128.0,74,Female,57327,PhD,United Kingdom,Married,1,8.5,1,8.5,1
13129.0,19,Male,43030,Bachelor,United Kingdom,Married,1,20.46,2,10.23,1
13130.0,18,Male,52228,College,United Kingdom,Married,4,4.5,1,4.5,1
13131.0,23,Male,18290,High School,United Kingdom,Single,1,486.68,8,60.84,4
13132.0,42,Male,57015,Bachelor,United Kingdom,Married,2,14.8,1,14.8,1
13133.0,52,Male,54235,High School,United Kingdom,Single,4,62.75,3,20.92,1
13134.0,33,Male,74923,Bachelor,United Kingdom,Single,2,425.04,9,47.23,3
13135.0,21,Male,92999,PhD,United Kingdom,Married,0,73.92,2,36.96,2
13136.0,78,Female,56233,Bachelor,United Kingdom,Married,2,1046.42,24,43.6,4
13137.0,64,Female,47667,College,United Kingdom,Married,1,3253.16,17,191.36,4
13138.0,55,Other,12991,Bachelor,United Kingdom,Single,1,315.02,8,39.38,3
13139.0,61,Other,75263,PhD,United Kingdom,Single,1,843.24,9,93.69,4
13140.0,37,Other,27322,Master,United Kingdom,Married,1,398.7,5,79.74,3
13141.0,42,Male,91845,Master,United Kingdom,Married,2,977.41,21,46.54,4
13142.0,24,Female,94155,College,United Kingdom,Married,3,68.93,1,68.93,2
13143.0,38,Female,45112,High School,United Kingdom,Married,3,65.7,2,32.85,1
13144.0,24,Female,13149,Master,United Kingdom,Single,4,27.9,2,13.95,1
13145.0,46,Other,85354,PhD,United Kingdom,Single,1,619.26,8,77.41,4
13146.0,69,Male,31954,PhD,United Kingdom,Married,3,34.46,1,34.46,1
13147.0,24,Female,69724,PhD,United Kingdom,Married,0,19.8,4,4.95,1
13148.0,20,Other,18912,College,United Kingdom,Single,4,3044.25,36,84.56,4
13149.0,46,Other,65596,PhD,United Kingdom,Married,0,247.84,4,61.96,3
13150.0,46,Female,41487,College,United Kingdom,Single,1,70.42,4,17.6,2
13151.0,56,Female,78885,Bachelor,United Kingdom,Married,3,974.03,5,194.81,4
13152.0,55,Female,66481,High School,United Kingdom,Married,1,559.4,9,62.16,4
13153.0,77,Female,34988,Bachelor,United Kingdom,Single,4,19.17,1,19.17,1
13154.0,23,Female,85785,Bachelor,United Kingdom,Single,2,929.3,5,185.86,4
13155.0,63,Other,74785,College,United Kingdom,Married,2,458.64,6,76.44,3
13156.0,27,Female,82456,High School,United Kingdom,Single,0,345.36,3,115.12,3
13157.0,54,Other,43305,Bachelor,United Kingdom,Single,1,469.41,10,46.94,4
13158.0,72,Other,74807,High School,United Kingdom,Single,0,202.83,5,40.57,3
13159.0,31,Female,63079,High School,United Kingdom,Married,2,334.74,5,66.95,3
13160.0,39,Female,45589,Master,United Kingdom,Married,0,12.1,1,12.1,1
13161.0,77,Other,38282,College,United Kingdom,Single,3,190.04,2,95.02,3
13162.0,49,Female,75592,PhD,United Kingdom,Single,0,552.76,19,29.09,4
13163.0,35,Other,43450,PhD,United Kingdom,Married,4,21.4,2,10.7,1
13164.0,53,Female,90610,Bachelor,United Kingdom,Single,4,75.44,3,25.15,2
13165.0,63,Male,23308,High School,United Kingdom,Single,4,40.65,3,13.55,1
13166.0,69,Female,72566,High School,United Kingdom,Married,1,178.71,3,59.57,3
13167.0,76,Female,33836,High School,United Kingdom,Married,2,235.45,5,47.09,3
13168.0,26,Male,15258,High School,United Kingdom,Married,1,596.39,6,99.4,4
13169.0,43,Male,36793,PhD,United Kingdom,Married,2,78.02,3,26.01,2
13170.0,39,Female,80509,High School,United Kingdom,Married,3,49.48,1,49.48,1
13171.0,63,Female,55028,Master,United Kingdom,Married,1,227.65,5,45.53,3
13172.0,55,Male,95766,Bachelor,United Kingdom,Married,3,1.45,1,1.45,1
13173.0,40,Other,78915,Bachelor,United Kingdom,Married,3,763.99,13,58.77,4
13174.0,34,Male,20638,Master,United Kingdom,Married,4,3759.52,12,313.29,4
13175.0,43,Female,82773,Master,United Kingdom,Married,3,207.2,4,51.8,3
13176.0,64,Male,92770,Master,United Kingdom,Single,4,199.98,1,199.98,3
13177.0,73,Male,37170,PhD,United Kingdom,Single,2,99.15,2,49.58,2
13178.0,55,Female,72764,College,United Kingdom,Married,3,1373.23,25,54.93,4
13179.0,19,Male,56202,High School,United Kingdom,Single,3,70.84,1,70.84,2
13180.0,23,Other,39233,High School,United Kingdom,Single,2,15.05,1,15.05,1
13181.0,24,Male,97457,Bachelor,United Kingdom,Single,1,53.07,1,53.07,1
13182.0,30,Male,76654,College,United Kingdom,Married,4,7.54,1,7.54,1
13183.0,44,Male,72118,Bachelor,United Kingdom,Single,3,299.0,18,16.61,3
13184.0,28,Male,39882,Master,United Kingdom,Married,2,337.93,12,28.16,3
13185.0,77,Other,73465,College,United Kingdom,Married,1,5.95,1,5.95,1
13186.0,72,Female,37981,PhD,United Kingdom,Married,2,268.89,5,53.78,3
13187.0,32,Female,95475,PhD,United Kingdom,Single,4,159.28,5,31.86,2
13188.0,26,Female,20044,Master,United Kingdom,Single,4,19.15,1,19.15,1
13189.0,25,Female,19517,Master,United Kingdom,Married,2,11.36,2,5.68,1
13190.0,63,Female,51645,High School,United Kingdom,Married,3,96.31,4,24.08,2
13191.0,23,Female,20954,Bachelor,United Kingdom,Single,2,110.83,1,110.83,2
13192.0,65,Female,49001,High School,United Kingdom,Married,0,483.52,8,60.44,4
13193.0,77,Other,62592,High School,United Kingdom,Single,3,83.24,1,83.24,2
13194.0,60,Male,52350,PhD,United Kingdom,Married,1,25.53,2,12.76,1
13195.0,21,Male,17808,PhD,United Kingdom,Married,0,116.95,1,116.95,2
13196.0,28,Female,65275,Bachelor,United Kingdom,Single,2,535.66,8,66.96,4
13197.0,68,Female,96753,Master,United Kingdom,Married,0,87.19,1,87.19,2
13198.0,75,Male,19189,Bachelor,United Kingdom,Married,4,903.36,12,75.28,4
13199.0,45,Male,34415,Bachelor,United Kingdom,Single,1,514.0,69,7.45,4
13200.0,43,Male,57983,Bachelor,United Kingdom,Married,1,155.28,4,38.82,2
13201.0,21,Other,87925,High School,United Kingdom,Single,1,196.83,4,49.21,3
13202.0,79,Female,54592,Master,United Kingdom,Married,4,351.95,8,43.99,3
13203.0,32,Female,65024,Bachelor,United Kingdom,Married,0,325.84,11,29.62,3
13204.0,36,Female,24631,High School,United Kingdom,Single,2,237.18,1,237.18,3
13205.0,23,Other,22038,Master,United Kingdom,Married,3,10.95,1,10.95,1
13206.0,76,Male,86900,Master,United Kingdom,Married,1,1146.68,15,76.45,4
13207.0,22,Female,14015,High School,United Kingdom,Married,4,48.08,4,12.02,1
13208.0,35,Male,68503,PhD,United Kingdom,Single,4,645.87,10,64.59,4
13209.0,23,Female,66349,Bachelor,United Kingdom,Married,4,916.5,16,57.28,4
13210.0,48,Male,57022,College,United Kingdom,Single,1,33.26,1,33.26,1
13211.0,42,Other,49949,PhD,United Kingdom,Single,4,329.94,12,27.5,3
13212.0,21,Female,65491,Master,United Kingdom,Married,0,539.32,4,134.83,4
13213.0,23,Female,69495,College,United Kingdom,Married,1,544.07,14,38.86,4
13214.0,58,Male,16163,Bachelor,United Kingdom,Married,2,436.56,7,62.37,3
13215.0,54,Female,80289,High School,United Kingdom,Single,0,0.85,1,0.85,1
13216.0,76,Other,60313,Master,United Kingdom,Married,4,7.24,1,7.24,1
13217.0,67,Male,11736,Master,United Kingdom,Single,3,16.68,6,2.78,1
13218.0,73,Female,19036,PhD,United Kingdom,Single,0,4.65,1,4.65,1
13219.0,42,Male,38632,College,United Kingdom,Single,0,76.23,1,76.23,2
13220.0,51,Male,90969,High School,United Kingdom,Married,0,224.67,5,44.93,3
13221.0,36,Female,36501,PhD,United Kingdom,Single,1,330.95,2,165.48,3
13222.0,51,Male,37901,College,United Kingdom,Married,2,2.95,1,2.95,1
13223.0,32,Male,47753,PhD,United Kingdom,Single,1,21.54,6,3.59,1
13224.0,67,Male,38991,College,United Kingdom,Married,0,250.79,3,83.6,3
13225.0,25,Other,33027,College,United Kingdom,Married,1,353.44,17,20.79,3
13226.0,71,Other,89396,Bachelor,United Kingdom,Married,1,73.89,2,36.94,2
13227.0,61,Other,10046,Bachelor,United Kingdom,Married,0,23.4,1,23.4,1
13228.0,64,Female,20712,Master,United Kingdom,Married,1,3.58,1,3.58,1
13229.0,66,Male,18823,College,United Kingdom,Married,4,40.6,1,40.6,1
13230.0,70,Female,43427,College,United Kingdom,Married,1,3360.03,31,108.39,4
13231.0,51,Female,77903,College,United Kingdom,Single,0,355.2,1,355.2,3
13232.0,35,Other,77831,Bachelor,United Kingdom,Single,3,678.35,7,96.91,4
13233.0,47,Other,28951,PhD,United Kingdom,Married,4,107.78,4,26.94,2
13234.0,30,Male,50231,College,United Kingdom,Married,1,193.43,2,96.72,3
13235.0,72,Female,64864,PhD,United Kingdom,Married,4,1087.33,2,543.66,4
13236.0,64,Female,61941,PhD,United Kingdom,Married,2,157.78,3,52.59,2
13237.0,72,Male,82912,Bachelor,United Kingdom,Married,2,128.65,1,128.65,2
13238.0,50,Other,44266,Bachelor,United Kingdom,Married,2,181.13,7,25.88,3
13239.0,52,Other,85558,Master,United Kingdom,Single,2,265.41,6,44.24,3
13240.0,69,Other,66139,College,United Kingdom,Married,0,601.71,9,66.86,4
13241.0,41,Other,82881,PhD,United Kingdom,Married,4,107.12,1,107.12,2
13242.0,78,Male,73858,Bachelor,United Kingdom,Single,4,69.94,7,9.99,2
13243.0,43,Male,81252,Bachelor,United Kingdom,Single,2,637.15,5,127.43,4
13244.0,64,Male,94233,PhD,United Kingdom,Single,3,101.19,1,101.19,2
13245.0,68,Male,24210,College,United Kingdom,Married,3,181.29,2,90.64,3
13246.0,61,Male,58087,Master,United Kingdom,Single,1,645.74,14,46.12,4
13247.0,70,Other,15555,Bachelor,United Kingdom,Single,3,52.69,4,13.17,1
13248.0,59,Other,76375,High School,United Kingdom,Married,3,69.87,2,34.94,2
13249.0,64,Female,62595,Master,United Kingdom,Married,2,94.74,9,10.53,2
13250.0,18,Other,72675,Master,United Kingdom,Married,4,53.42,3,17.81,1
13251.0,30,Female,51870,College,United Kingdom,Single,4,38.29,1,38.29,1
13252.0,72,Other,91262,Bachelor,United Kingdom,Single,2,110.1,3,36.7,2
13253.0,27,Other,78983,Bachelor,United Kingdom,Married,1,122.27,4,30.57,2
13254.0,36,Male,55250,Bachelor,United Kingdom,Single,0,10.09,1,10.09,1
13255.0,22,Other,62977,College,United Kingdom,Married,3,143.73,4,35.93,2
13257.0,25,Female,12026,College,United Kingdom,Married,3,73.15,3,24.38,2
13258.0,21,Male,93352,Bachelor,United Kingdom,Single,2,156.32,5,31.26,2
13259.0,66,Male,18736,Bachelor,United Kingdom,Single,2,1004.53,9,111.61,4
13260.0,30,Other,80246,Bachelor,United Kingdom,Married,2,39.74,1,39.74,1
13261.0,55,Male,19003,Master,United Kingdom,Single,0,49.4,2,24.7,1
13262.0,70,Female,51911,PhD,United Kingdom,Single,2,192.97,3,64.32,3
13263.0,63,Female,51578,PhD,United Kingdom,Married,1,4461.71,39,114.4,4
13264.0,66,Female,26657,College,United Kingdom,Married,0,123.04,1,123.04,2
13265.0,63,Female,61048,College,United Kingdom,Married,4,215.91,5,43.18,3
13266.0,36,Male,64863,PhD,United Kingdom,Married,2,582.6,30,19.42,4
13267.0,69,Female,28842,Bachelor,United Kingdom,Married,4,1594.55,50,31.89,4
13268.0,67,Female,66910,Bachelor,United Kingdom,Single,1,703.37,15,46.89,4
13269.0,25,Female,85160,Master,United Kingdom,Married,2,1281.01,30,42.7,4
13270.0,44,Other,69144,High School,United Kingdom,Single,3,5.9,1,5.9,1
13271.0,67,Other,77510,Master,United Kingdom,Married,2,117.29,2,58.64,2
13272.0,64,Male,60366,Master,United Kingdom,Married,0,80.09,2,40.04,2
13273.0,47,Female,12651,Bachelor,United Kingdom,Married,1,20.77,1,20.77,1
13274.0,21,Male,65824,Master,United Kingdom,Single,2,71.45,1,71.45,2
13275.0,28,Other,28963,College,United Kingdom,Married,2,105.58,2,52.79,2
13276.0,38,Other,17146,High School,United Kingdom,Single,1,886.52,7,126.65,4
13277.0,60,Male,44870,Master,United Kingdom,Single,1,30.55,7,4.36,1
13278.0,19,Other,43976,College,United Kingdom,Single,0,208.95,5,41.79,3
13279.0,73,Female,52874,College,United Kingdom,Married,0,30.63,2,15.32,1
13280.0,38,Other,62080,College,United Kingdom,Single,4,645.18,8,80.65,4
13281.0,34,Female,99225,Master,United Kingdom,Married,4,64.61,3,21.54,1
13282.0,60,Other,78748,High School,United Kingdom,Married,4,225.67,7,32.24,3
13283.0,68,Other,31429,Bachelor,United Kingdom,Married,0,49.9,4,12.48,1
13284.0,46,Male,80481,College,United Kingdom,Single,0,57.59,2,28.8,1
13285.0,44,Other,97280,High School,United Kingdom,Single,0,539.3,6,89.88,4
13286.0,41,Male,17940,High School,United Kingdom,Married,1,202.81,1,202.81,3
13287.0,70,Female,36007,PhD,United Kingdom,Single,2,218.05,7,31.15,3
13288.0,66,Male,88183,Bachelor,United Kingdom,Married,3,70.58,6,11.76,2
13289.0,20,Other,58186,High School,United Kingdom,Single,3,70.25,1,70.25,2
13290.0,56,Female,79025,Bachelor,United Kingdom,Single,1,625.89,3,208.63,4
13291.0,27,Male,42517,High School,United Kingdom,Married,4,1072.69,11,97.52,4
13292.0,20,Male,62749,High School,United Kingdom,Married,3,249.62,6,41.6,3
13293.0,70,Male,99404,Master,United Kingdom,Single,2,245.15,7,35.02,3
13294.0,62,Male,46524,Bachelor,United Kingdom,Single,2,362.54,3,120.85,3
13295.0,59,Other,71987,Master,United Kingdom,Married,3,177.16,9,19.68,3
13296.0,43,Female,76578,Bachelor,United Kingdom,Single,1,99.37,6,16.56,2
13297.0,78,Male,65213,College,United Kingdom,Single,1,355.21,8,44.4,3
13298.0,71,Male,37704,Master,United Kingdom,Single,1,7.5,1,7.5,1
13299.0,54,Male,94855,PhD,United Kingdom,Single,0,315.07,5,63.01,3
13300.0,44,Other,84807,High School,United Kingdom,Single,4,229.93,5,45.99,3
13301.0,22,Other,85087,PhD,United Kingdom,Single,2,213.65,4,53.41,3
13302.0,59,Male,20302,Bachelor,United Kingdom,Married,1,44.45,2,22.22,1
13303.0,28,Male,58348,College,United Kingdom,Single,4,17.54,1,17.54,1
13304.0,30,Female,22138,PhD,United Kingdom,Married,0,345.94,7,49.42,3
13305.0,58,Female,54638,College,United Kingdom,Married,3,723.46,16,45.22,4
13306.0,51,Other,86392,PhD,United Kingdom,Married,2,3.81,1,3.81,1
13307.0,55,Male,65725,Master,United Kingdom,Married,0,48.54,3,16.18,1
13308.0,57,Other,44698,High School,United Kingdom,Married,4,224.53,5,44.91,3
13309.0,50,Male,87560,PhD,United Kingdom,Single,3,194.07,6,32.34,3
13310.0,76,Female,50600,Bachelor,United Kingdom,Single,0,333.39,8,41.67,3
13311.0,51,Female,64418,Master,United Kingdom,Single,3,107.14,2,53.57,2
13312.0,44,Other,97329,PhD,United Kingdom,Married,4,17.85,1,17.85,1
13313.0,53,Other,68665,Master,United Kingdom,Single,4,433.57,15,28.9,3
13314.0,43,Other,31254,College,United Kingdom,Single,3,259.82,4,64.96,3
13315.0,68,Female,39667,College,United Kingdom,Married,1,43.3,1,43.3,1
13316.0,42,Male,37321,PhD,United Kingdom,Married,2,607.25,12,50.6,4
13317.0,36,Male,91407,College,United Kingdom,Married,1,1489.73,31,48.06,4
13318.0,38,Other,92669,Bachelor,United Kingdom,Single,4,57.14,3,19.05,1
13319.0,48,Male,56454,Master,United Kingdom,Married,1,3599.9,78,46.15,4
13320.0,46,Male,97663,PhD,United Kingdom,Married,1,280.74,9,31.19,3
13321.0,26,Other,21600,PhD,United Kingdom,Single,1,23.37,2,11.68,1
13322.0,36,Female,61453,PhD,United Kingdom,Married,4,69.26,1,69.26,2
13323.0,43,Other,21890,Master,United Kingdom,Single,1,95.55,5,19.11,2
13324.0,42,Other,44364,Master,United Kingdom,Married,3,440.43,23,19.15,3
13325.0,57,Other,16254,Master,United Kingdom,Married,2,36.34,1,36.34,1
13326.0,60,Male,68687,Bachelor,United Kingdom,Single,2,37.89,1,37.89,1
13327.0,77,Other,89135,College,United Kingdom,Single,3,1038.25,22,47.19,4
13328.0,46,Other,77221,Bachelor,United Kingdom,Single,1,31.92,1,31.92,1
13329.0,42,Female,33264,High School,United Kingdom,Single,4,343.7,14,24.55,3
13330.0,36,Female,40141,Bachelor,United Kingdom,Single,0,266.12,6,44.35,3
13331.0,21,Other,31591,College,United Kingdom,Single,1,142.15,1,142.15,2
13332.0,62,Female,20737,Master,United Kingdom,Married,3,63.74,1,63.74,1
13333.0,37,Other,25549,College,United Kingdom,Single,4,136.98,3,45.66,2
13334.0,63,Female,20875,Bachelor,United Kingdom,Single,2,1428.34,6,238.06,4
13335.0,72,Other,35307,Master,United Kingdom,Married,0,955.06,1,955.06,4
13336.0,18,Female,18971,Master,United Kingdom,Single,2,127.62,1,127.62,2
13337.0,28,Male,34393,High School,United Kingdom,Married,3,304.99,2,152.5,3
13338.0,21,Female,27104,High School,United Kingdom,Married,2,882.47,10,88.25,4
13339.0,24,Female,25283,PhD,United Kingdom,Single,2,282.72,1,282.72,3
13340.0,45,Other,23129,Master,United Kingdom,Married,4,1137.61,12,94.8,4
13341.0,53,Female,79523,Bachelor,United Kingdom,Single,3,175.65,1,175.65,3
13342.0,75,Female,53075,PhD,United Kingdom,Single,1,7.05,1,7.05,1
13343.0,24,Male,74288,PhD,United Kingdom,Single,0,141.33,2,70.66,2
13344.0,37,Other,74880,College,United Kingdom,Married,0,596.01,3,198.67,4
13345.0,52,Male,78714,PhD,United Kingdom,Married,3,124.8,2,62.4,2
13346.0,68,Other,78328,College,United Kingdom,Married,2,11.35,6,1.89,1
13347.0,68,Other,86857,High School,United Kingdom,Married,4,60.16,1,60.16,1
13348.0,56,Other,51263,Master,United Kingdom,Single,3,30.88,1,30.88,1
13349.0,38,Female,33768,High School,United Kingdom,Married,3,64.42,1,64.42,1
13350.0,61,Other,78244,College,United Kingdom,Married,3,401.03,3,133.68,3
13351.0,72,Male,20593,Master,United Kingdom,Married,1,103.97,1,103.97,2
13352.0,18,Female,27112,Master,United Kingdom,Single,4,95.26,2,47.63,2
13353.0,54,Other,30454,Master,United Kingdom,Single,0,28.85,1,28.85,1
13354.0,63,Other,36060,PhD,United Kingdom,Single,0,94.28,1,94.28,2
13355.0,59,Female,40206,High School,United Kingdom,Single,3,87.23,1,87.23,2
13356.0,20,Male,78746,High School,United Kingdom,Single,1,181.28,1,181.28,3
13357.0,51,Male,43224,High School,United Kingdom,Married,0,1259.3,5,251.86,4
13358.0,30,Female,61699,PhD,United Kingdom,Single,0,145.19,1,145.19,2
13359.0,33,Female,98577,PhD,United Kingdom,Married,3,341.1,4,85.28,3
13360.0,72,Female,30210,PhD,United Kingdom,Single,4,305.61,7,43.66,3
13361.0,51,Female,40758,Master,United Kingdom,Married,2,150.9,2,75.45,2
13362.0,41,Female,17324,High School,United Kingdom,Married,3,1028.33,10,102.83,4
13363.0,30,Other,12926,Master,United Kingdom,Married,4,344.78,3,114.93,3
13364.0,23,Male,44885,Master,United Kingdom,Married,0,51.96,2,25.98,1
13365.0,56,Female,60977,College,United Kingdom,Married,4,440.41,4,110.1,3
13366.0,19,Other,23862,College,United Kingdom,Single,3,0.39,1,0.39,1
13367.0,28,Female,69004,High School,United Kingdom,Married,4,92.2,1,92.2,2
13368.0,24,Male,40254,Master,United Kingdom,Married,3,246.68,5,49.34,3
13369.0,79,Male,54810,College,United Kingdom,Single,3,197.56,2,98.78,3
13370.0,24,Male,43023,Bachelor,United Kingdom,Married,3,332.38,2,166.19,3
13371.0,56,Male,36015,PhD,United Kingdom,Single,0,394.58,4,98.64,3
13372.0,56,Other,51707,Bachelor,United Kingdom,Married,3,138.47,1,138.47,2
13373.0,29,Male,76332,High School,United Kingdom,Married,2,1181.73,6,196.96,4
13374.0,68,Female,55846,Bachelor,United Kingdom,Married,1,102.75,2,51.38,2
13375.0,39,Male,23044,Master,United Kingdom,Married,3,229.26,3,76.42,3
13376.0,68,Other,68237,High School,United Kingdom,Married,1,285.13,3,95.04,3
13377.0,68,Male,75982,College,United Kingdom,Married,1,482.48,4,120.62,4
13378.0,69,Female,37726,College,United Kingdom,Married,1,756.4,1,756.4,4
13379.0,20,Other,20562,High School,United Kingdom,Single,2,169.78,3,56.59,2
13380.0,30,Other,25188,PhD,United Kingdom,Single,2,3.95,1,3.95,1
13381.0,47,Female,76566,Bachelor,United Kingdom,Married,2,1075.51,15,71.7,4
13382.0,27,Male,14170,College,United Kingdom,Married,1,208.48,5,41.7,3
13383.0,69,Male,59452,College,United Kingdom,Married,4,1.06,1,1.06,1
13384.0,26,Male,75650,PhD,United Kingdom,Married,3,857.04,15,57.14,4
13385.0,23,Male,54920,Bachelor,United Kingdom,Single,3,158.66,1,158.66,2
13386.0,70,Male,95740,Bachelor,United Kingdom,Married,4,71.14,2,35.57,2
13387.0,71,Male,55308,High School,United Kingdom,Married,2,140.41,1,140.41,2
13388.0,61,Male,77779,High School,United Kingdom,Married,0,335.88,4,83.97,3
13389.0,19,Other,70751,College,United Kingdom,Married,2,196.09,3,65.36,3
13390.0,61,Male,64907,College,United Kingdom,Married,0,39.79,1,39.79,1
13391.0,33,Male,42659,Master,United Kingdom,Single,2,14.95,1,14.95,1
13392.0,30,Male,64858,High School,United Kingdom,Single,3,11.57,1,11.57,1
13393.0,65,Female,77386,High School,United Kingdom,Single,2,311.99,6,52.0,3
13394.0,30,Male,75987,Master,United Kingdom,Married,1,929.12,24,38.71,4
13395.0,39,Other,68491,PhD,United Kingdom,Single,0,154.44,3,51.48,2
13396.0,74,Male,62260,PhD,United Kingdom,Single,1,188.98,4,47.24,3
13397.0,36,Other,53898,Master,United Kingdom,Married,1,445.74,13,34.29,3
13398.0,43,Female,82433,Bachelor,United Kingdom,Single,1,157.72,2,78.86,2
13399.0,31,Female,40668,High School,United Kingdom,Single,4,54.15,3,18.05,1
13400.0,48,Other,58669,Bachelor,United Kingdom,Married,4,50.25,2,25.12,1
13401.0,46,Other,75900,Bachelor,United Kingdom,Married,3,1834.14,1,1834.14,4
13402.0,62,Female,89525,PhD,United Kingdom,Married,4,233.34,4,58.34,3
13403.0,59,Other,68730,College,United Kingdom,Married,2,32.8,3,10.93,1
13404.0,39,Male,79065,Bachelor,United Kingdom,Single,1,31.91,2,15.96,1
13405.0,24,Female,51422,College,United Kingdom,Married,3,219.32,9,24.37,3
13406.0,54,Female,54815,PhD,United Kingdom,Married,1,24.14,3,8.05,1
13407.0,66,Other,58327,High School,United Kingdom,Married,0,243.08,6,40.51,3
13408.0,58,Male,10870,Master,United Kingdom,Single,1,2632.48,135,19.5,4
13409.0,44,Male,91322,College,United Kingdom,Single,4,525.65,1,525.65,4
13410.0,48,Female,99874,High School,United Kingdom,Single,2,129.9,12,10.82,2
13411.0,23,Other,46887,College,United Kingdom,Married,0,58.75,1,58.75,1
13412.0,33,Male,71648,PhD,United Kingdom,Married,0,163.85,1,163.85,2
13413.0,55,Male,42692,High School,United Kingdom,Married,2,89.36,8,11.17,2
13414.0,55,Other,18894,High School,United Kingdom,Single,0,122.67,7,17.52,2
13415.0,77,Other,22088,High School,United Kingdom,Married,2,285.25,5,57.05,3
13416.0,67,Female,62486,Master,United Kingdom,Single,3,127.1,3,42.37,2
