Customer ID,Price,Country,Frequency,Quartile
13881.0,1316.3799999999999,United Kingdom,51,4
13882.0,239.77,United Kingdom,6,3
13883.0,1102.68,United Kingdom,26,4
13884.0,679.72,United Kingdom,14,4
13885.0,110.9,United Kingdom,2,2
13886.0,60.88,United Kingdom,1,1
13887.0,73.23,United Kingdom,1,2
13888.0,744.13,United Kingdom,7,4
13889.0,280.57,United Kingdom,8,3
13890.0,599.88,United Kingdom,22,4
13891.0,256.75,United Kingdom,3,3
13892.0,34.88,United Kingdom,6,1
13893.0,130.2,United Kingdom,1,2
13894.0,78.76,United Kingdom,5,2
13895.0,794.1800000000001,United Kingdom,8,4
13896.0,68.15,United Kingdom,1,2
13897.0,131.81,United Kingdom,3,2
13898.0,93.38,United Kingdom,2,2
13899.0,57.59,United Kingdom,2,1
13900.0,277.89,United Kingdom,7,3
13901.0,1196.33,United Kingdom,20,4
13902.0,81.25,Denmark,8,2
13903.0,31.8,United Kingdom,1,1
13904.0,34.42,United Kingdom,2,1
13905.0,78.7,United Kingdom,3,2
13906.0,0.42,United Kingdom,1,1
13907.0,8.45,United Kingdom,1,1
13908.0,360.74,United Kingdom,5,3
13909.0,136.73,United Kingdom,2,2
13910.0,127.66,United Kingdom,1,2
13911.0,556.13,United Kingdom,22,4
13912.0,34.65,United Kingdom,1,1
13913.0,30.39,United Kingdom,1,1
13914.0,96.72,United Kingdom,3,2
13915.0,15.8,United Kingdom,2,1
13916.0,384.87,United Kingdom,5,3
13917.0,36.4,United Kingdom,2,1
13918.0,65.56,United Kingdom,2,1
13919.0,231.5,Denmark,5,3
13920.0,239.59,United Kingdom,5,3
13921.0,247.1,United Kingdom,5,3
13922.0,104.22,United Kingdom,5,2
13923.0,59.49,United Kingdom,1,1
13924.0,386.21999999999997,United Kingdom,11,3
13925.0,304.09,United Kingdom,6,3
13926.0,71.87,United Kingdom,1,2
13927.0,121.8,United Kingdom,3,2
13928.0,155.72,United Kingdom,4,2
13929.0,238.54999999999998,United Kingdom,14,3
13930.0,27.89,United Kingdom,2,1
13931.0,645.69,United Kingdom,12,4
13932.0,97.65,United Kingdom,1,2
13933.0,79.59,United Kingdom,2,2
13934.0,98.8,United Kingdom,1,2
13935.0,315.14,United Kingdom,3,3
13936.0,138.1,United Kingdom,4,2
13937.0,145.71,United Kingdom,3,2
13938.0,7.09,United Kingdom,1,1
13939.0,207.66,United Kingdom,10,3
13940.0,152.95,United Kingdom,4,2
13941.0,353.38,United Kingdom,17,3
13942.0,0.32,United Kingdom,1,1
13943.0,66.08,United Kingdom,1,1
13944.0,63.68,United Kingdom,1,1
13945.0,171.85,United Kingdom,2,2
13946.0,113.98,United Kingdom,7,2
13947.0,14.65,United Kingdom,1,1
13948.0,90.39,United Kingdom,5,2
13949.0,233.06,United Kingdom,6,3
13950.0,168.89,United Kingdom,5,2
13951.0,136.08,United Kingdom,3,2
13952.0,1555.671,United Kingdom,17,4
13953.0,52.11,United Kingdom,12,1
13954.0,181.86,United Kingdom,3,3
13955.0,256.15999999999997,United Kingdom,3,3
13956.0,520.25,United Kingdom,5,4
13957.0,141.5,United Kingdom,3,2
13958.0,1084.59,United Kingdom,12,4
13959.0,390.11,United Kingdom,6,3
13960.0,25.26,United Kingdom,2,1
13961.0,76.15,United Kingdom,2,2
13962.0,136.06,United Kingdom,3,2
13963.0,676.2,United Kingdom,18,4
13964.0,77.68,United Kingdom,3,2
13965.0,120.01,United Kingdom,5,2
13966.0,34.17,United Kingdom,1,1
13967.0,28.099999999999998,United Kingdom,2,1
13968.0,8.01,United Kingdom,1,1
13969.0,3049.57,United Kingdom,39,4
13970.0,42.33,United Kingdom,2,1
13971.0,629.3100000000001,United Kingdom,18,4
13972.0,38.19,United Kingdom,2,1
13973.0,41.32,United Kingdom,1,1
13974.0,129.85,United Kingdom,4,2
13975.0,1520.91,United Kingdom,14,4
13976.0,260.8,United Kingdom,4,3
13977.0,32.66,United Kingdom,1,1
13978.0,18.16,United Kingdom,2,1
13979.0,1063.97,United Kingdom,11,4
13980.0,274.91,United Kingdom,9,3
13981.0,78.45,United Kingdom,2,2
13982.0,603.31,United Kingdom,13,4
13983.0,1244.2,United Kingdom,30,4
13984.0,184.48,United Kingdom,13,3
13985.0,1202.5,United Kingdom,24,4
13986.0,24.2,United Kingdom,1,1
13987.0,88.33,United Kingdom,2,2
13988.0,898.43,United Kingdom,11,4
13989.0,158.10999999999999,United Kingdom,5,2
13990.0,42.56,United Kingdom,1,1
13991.0,130.71,United Kingdom,7,2
13992.0,21.45,United Kingdom,3,1
13993.0,1318.07,United Kingdom,24,4
13994.0,590.83,United Kingdom,6,4
13995.0,570.15,United Kingdom,18,4
13996.0,119.25,United Kingdom,2,2
13997.0,203.74,United Kingdom,3,3
13998.0,148.85,United Kingdom,3,2
13999.0,1235.35,United Kingdom,36,4
14000.0,115.06,United Kingdom,8,2
14001.0,380.46,United Kingdom,10,3
14002.0,113.34,United Kingdom,2,2
14003.0,47.15,United Kingdom,1,1
14004.0,747.8,United Kingdom,11,4
14005.0,185.24,United Kingdom,5,3
14006.0,143.5,United Kingdom,7,2
14007.0,31.79,United Kingdom,1,1
14008.0,70.71,United Kingdom,2,2
14009.0,173.25,United Kingdom,4,2
14010.0,86.9,United Kingdom,3,2
14011.0,44.01,United Kingdom,3,1
14012.0,31.15,United Kingdom,1,1
14013.0,238.32999999999998,United Kingdom,6,3
14014.0,159.18,United Kingdom,3,2
14015.0,62.14,United Kingdom,1,1
14016.0,1595.68,EIRE,13,4
14017.0,65.15,United Kingdom,1,1
14018.0,34.17,United Kingdom,1,1
14019.0,177.08,United Kingdom,4,3
14020.0,293.64,United Kingdom,5,3
14021.0,344.15,United Kingdom,7,3
14022.0,83.79,United Kingdom,2,2
14023.0,89.0,United Kingdom,2,2
14024.0,161.91,United Kingdom,3,2
14025.0,422.51,United Kingdom,10,3
14026.0,119.68,United Kingdom,2,2
14027.0,12.86,United Kingdom,1,1
14028.0,3627.9,United Kingdom,5,4
14029.0,65.49,United Kingdom,2,1
14030.0,3448.8,United Kingdom,22,4
14031.0,3618.9,United Kingdom,55,4
14032.0,552.1,United Kingdom,25,4
14033.0,0.19,United Kingdom,1,1
14034.0,213.5,United Kingdom,4,3
14035.0,446.55,United Kingdom,11,3
14036.0,166.13,United Kingdom,1,2
14037.0,266.76,United Kingdom,7,3
14038.0,414.29,United Kingdom,8,3
14039.0,29.450000000000003,United Kingdom,2,1
14040.0,3044.3,United Kingdom,42,4
14041.0,39.29,United Kingdom,1,1
14042.0,78.54,United Kingdom,1,2
14043.0,113.37,United Kingdom,3,2
14044.0,2144.46,United Kingdom,11,4
14045.0,155.51,United Kingdom,19,2
14046.0,7.57,United Kingdom,1,1
14047.0,719.85,United Kingdom,19,4
14048.0,372.18,United Kingdom,4,3
14049.0,3240.91,United Kingdom,18,4
14050.0,83.09,United Kingdom,2,2
14051.0,1501.95,United Kingdom,42,4
14052.0,377.65,United Kingdom,2,3
14053.0,12.18,United Kingdom,4,1
14054.0,9.08,United Kingdom,1,1
14055.0,139.7,United Kingdom,3,2
14056.0,3172.58,United Kingdom,29,4
14057.0,927.22,United Kingdom,23,4
14058.0,86.28,United Kingdom,2,2
14059.0,18.5,United Kingdom,1,1
14060.0,418.06,United Kingdom,32,3
14061.0,164.44,United Kingdom,3,2
14062.0,1032.14,United Kingdom,27,4
14063.0,39920.95,United Kingdom,13,4
14064.0,384.55,United Kingdom,21,3
14065.0,181.74,United Kingdom,4,3
14066.0,30.55,United Kingdom,1,1
14067.0,148.85,United Kingdom,2,2
14068.0,505.61,United Kingdom,5,4
14069.0,175.97,United Kingdom,2,3
14070.0,200.25,United Kingdom,1,3
14071.0,792.43,United Kingdom,9,4
14072.0,122.1,United Kingdom,1,2
14073.0,33.59,United Kingdom,2,1
14074.0,5.9,United Kingdom,1,1
14075.0,184.4,United Kingdom,6,3
14076.0,92.42,United Kingdom,1,2
14077.0,145.77,United Kingdom,6,2
14078.0,449.35,United Kingdom,9,3
14079.0,282.90999999999997,United Kingdom,2,3
14080.0,703.44,United Kingdom,6,4
14081.0,2630.21,United Kingdom,16,4
14082.0,148.63,United Kingdom,2,2
14083.0,720.05,United Kingdom,11,4
14084.0,6.22,United Kingdom,1,1
14085.0,2935.93,United Kingdom,34,4
14086.0,39.95,United Kingdom,1,1
14087.0,445.14,United Kingdom,5,3
14088.0,5312.87,United Kingdom,20,4
14089.0,30.9,United Kingdom,1,1
14090.0,1.06,United Kingdom,1,1
14091.0,40.84,United Kingdom,2,1
14092.0,1140.27,United Kingdom,27,4
14093.0,156.42,United Kingdom,1,2
14094.0,126.89,United Kingdom,2,2
14095.0,2.95,United Kingdom,1,1
14096.0,41376.33,United Kingdom,34,4
14097.0,87.0,United Kingdom,2,2
14098.0,35.8,United Kingdom,1,1
14099.0,1370.5,United Kingdom,22,4
14100.0,88.10000000000001,United Kingdom,1,2
14101.0,146.82,United Kingdom,14,2
14102.0,177.83,United Kingdom,8,3
14104.0,451.24,United Kingdom,5,3
14105.0,838.63,United Kingdom,9,4
14106.0,8.95,United Kingdom,1,1
14107.0,657.5600000000001,United Kingdom,13,4
14108.0,150.12,United Kingdom,5,2
14109.0,38.55,United Kingdom,2,1
14110.0,1092.6,United Kingdom,35,4
14111.0,41.05,United Kingdom,5,1
14112.0,909.24,United Kingdom,27,4
14113.0,412.44,United Kingdom,31,3
14114.0,278.17,United Kingdom,7,3
14115.0,48.230000000000004,United Kingdom,2,1
14116.0,234.12,United Kingdom,5,3
14117.0,3.75,United Kingdom,1,1
14118.0,78.3,United Kingdom,1,2
14119.0,46.199999999999996,United Kingdom,3,1
14120.0,5.95,United Kingdom,1,1
14121.0,394.73,United Kingdom,6,3
14122.0,73.98,United Kingdom,5,2
14123.0,78.59,United Kingdom,1,2
14124.0,1.79,United Kingdom,1,1
14125.0,527.94,United Kingdom,3,4
14126.0,122.13,United Kingdom,5,2
14127.0,476.33,United Kingdom,6,4
14128.0,125.97,United Kingdom,4,2
14129.0,264.72,United Kingdom,9,3
14130.0,507.87,United Kingdom,4,4
14131.0,109.47,United Kingdom,1,2
14132.0,346.5,United Kingdom,12,3
14133.0,239.06,United Kingdom,6,3
14134.0,603.74,United Kingdom,15,4
14135.0,547.8,United Kingdom,25,4
14136.0,315.28000000000003,United Kingdom,7,3
14137.0,11.73,United Kingdom,2,1
14138.0,108.65,United Kingdom,2,2
14139.0,136.2,United Kingdom,4,2
14140.0,127.88,United Kingdom,3,2
14141.0,158.18,United Kingdom,6,2
14142.0,157.46,United Kingdom,4,2
14143.0,38.4,United Kingdom,1,1
14144.0,2.55,United Kingdom,1,1
14145.0,124.5,United Kingdom,8,2
14146.0,1403.7,United Kingdom,13,4
14147.0,109.13,United Kingdom,12,2
14148.0,53.620000000000005,United Kingdom,2,1
14149.0,123.94,United Kingdom,3,2
14150.0,43.74,United Kingdom,2,1
14151.0,141.59,United Kingdom,3,2
14152.0,199.64000000000001,United Kingdom,9,3
14153.0,15.43,United Kingdom,1,1
14154.0,1151.43,United Kingdom,10,4
14155.0,32.7,United Kingdom,1,1
14156.0,36432.32,EIRE,202,4
14157.0,228.18,United Kingdom,6,3
14158.0,63.0,United Kingdom,1,1
14159.0,3026.12,United Kingdom,25,4
14160.0,269.62,United Kingdom,7,3
14161.0,860.09,United Kingdom,7,4
14162.0,97.23,United Kingdom,2,2
14163.0,257.52,United Kingdom,5,3
14164.0,45.07,United Kingdom,2,1
14165.0,80.94,United Kingdom,1,2
14166.0,174.2,United Kingdom,2,2
14167.0,491.82,United Kingdom,8,4
14168.0,60.25,United Kingdom,3,1
14169.0,260.67,United Kingdom,2,3
14170.0,385.6,United Kingdom,3,3
14171.0,186.95,United Kingdom,2,3
14172.0,304.14,United Kingdom,4,3
14173.0,153.76,United Kingdom,7,2
14174.0,50.37,United Kingdom,1,1
14175.0,1614.49,United Kingdom,17,4
14176.0,168.34,United Kingdom,6,2
14177.0,848.11,United Kingdom,14,4
14178.0,556.92,United Kingdom,7,4
14179.0,464.24,United Kingdom,2,3
14180.0,3227.63,United Kingdom,42,4
14181.0,143.35,United Kingdom,2,2
14182.0,265.29,United Kingdom,5,3
14183.0,188.72,United Kingdom,2,3
14184.0,130.04,United Kingdom,1,2
14185.0,179.2,United Kingdom,1,3
14186.0,153.06,United Kingdom,5,2
14187.0,38.4,United Kingdom,1,1
14188.0,138.18,United Kingdom,10,2
14189.0,810.97,United Kingdom,25,4
14190.0,39.95,United Kingdom,1,1
14191.0,566.66,United Kingdom,17,4
14192.0,23.44,United Kingdom,1,1
14193.0,170.96,United Kingdom,3,2
14194.0,3181.14,United Kingdom,54,4
14195.0,60.07,United Kingdom,10,1
14196.0,19.59,United Kingdom,1,1
14197.0,93.5,United Kingdom,1,2
14198.0,500.46,United Kingdom,13,4
14199.0,103.5,United Kingdom,6,2
14200.0,83.25,United Kingdom,1,2
14201.0,164.0,United Kingdom,12,2
14202.0,245.17999999999998,United Kingdom,3,3
14203.0,86.34,United Kingdom,1,2
14204.0,624.69,United Kingdom,4,4
14205.0,600.88,United Kingdom,12,4
14206.0,180.51,United Kingdom,5,3
14207.0,8.9,United Kingdom,1,1
14208.0,94.89,United Kingdom,2,2
14209.0,1219.2,United Kingdom,19,4
14210.0,1217.4,United Kingdom,21,4
14211.0,725.69,United Kingdom,26,4
14212.0,32.54,United Kingdom,2,1
14213.0,73.35,United Kingdom,2,2
14214.0,160.98,United Kingdom,7,2
14215.0,541.82,United Kingdom,10,4
14216.0,369.28000000000003,United Kingdom,6,3
14217.0,1118.51,United Kingdom,33,4
14218.0,17.28,United Kingdom,1,1
14219.0,167.29,United Kingdom,3,2
14220.0,148.07,United Kingdom,4,2
14221.0,1166.46,United Kingdom,19,4
14222.0,69.98,United Kingdom,1,2
14223.0,241.94,United Kingdom,4,3
14224.0,971.67,United Kingdom,9,4
14225.0,262.84,United Kingdom,5,3
14226.0,297.72,United Kingdom,9,3
14227.0,1015.8,United Kingdom,22,4
14228.0,180.47,United Kingdom,3,3
14229.0,328.68,United Kingdom,11,3
14230.0,181.48,United Kingdom,3,3
14231.0,274.21000000000004,United Kingdom,6,3
14232.0,213.46,United Kingdom,8,3
14233.0,240.41,United Kingdom,10,3
14234.0,252.98,United Kingdom,4,3
14235.0,321.23,United Kingdom,10,3
14236.0,157.39,United Kingdom,7,2
14237.0,182.63,United Kingdom,3,3
14238.0,42.94,United Kingdom,3,1
14239.0,807.89,United Kingdom,24,4
14240.0,194.27,United Kingdom,3,3
14241.0,22.05,United Kingdom,2,1
14242.0,59.53,United Kingdom,2,1
14243.0,1415.75,United Kingdom,23,4
14244.0,23.96,United Kingdom,2,1
14245.0,348.95,United Kingdom,5,3
14246.0,223.01,United Kingdom,3,3
14247.0,458.73,United Kingdom,6,3
14248.0,119.29,United Kingdom,3,2
14249.0,1166.161,United Kingdom,12,4
14250.0,276.08,United Kingdom,3,3
14251.0,161.4,United Kingdom,5,2
14252.0,126.33,United Kingdom,1,2
14253.0,70.75,United Kingdom,2,2
14254.0,56.99,United Kingdom,1,1
14255.0,3442.86,United Kingdom,4,4
14256.0,588.99,United Kingdom,9,4
14257.0,571.91,United Kingdom,10,4
14258.0,1272.5,United Kingdom,32,4
14259.0,14.15,United Kingdom,1,1
14260.0,156.10999999999999,United Kingdom,3,2
14261.0,263.33,United Kingdom,2,3
14262.0,298.97,United Kingdom,8,3
14263.0,37.74,United Kingdom,1,1
14264.0,479.12,United Kingdom,8,4
14265.0,377.19,Unspecified,4,3
14266.0,1.69,United Kingdom,1,1
14267.0,307.61,United Kingdom,9,3
14268.0,65.25,United Kingdom,1,1
14269.0,103.47,United Kingdom,2,2
14270.0,132.55,United Kingdom,1,2
14271.0,96.89,United Kingdom,2,2
14272.0,148.22,United Kingdom,4,2
14273.0,72.06,United Kingdom,4,2
14274.0,25.0,United Kingdom,1,1
14275.0,44.74,United Kingdom,6,1
14276.0,333.47,United Kingdom,13,3
14277.0,1637.3700000000001,France,14,4
14278.0,33.97,United Kingdom,1,1
14279.0,13.59,United Kingdom,2,1
14280.0,37.87,United Kingdom,1,1
14281.0,47.0,United Kingdom,1,1
14282.0,409.65,United Kingdom,26,3
14283.0,79.15,United Kingdom,4,2
14284.0,287.48,United Kingdom,4,3
14285.0,404.46,United Kingdom,9,3
14286.0,728.91,United Kingdom,12,4
14287.0,23.07,United Kingdom,4,1
14288.0,60.85,United Kingdom,2,1
14289.0,251.28,United Kingdom,6,3
14290.0,671.41,United Kingdom,14,4
14291.0,1201.83,United Kingdom,25,4
14292.0,668.32,United Kingdom,27,4
14293.0,392.77,United Kingdom,10,3
14294.0,76.97,United Kingdom,1,2
14295.0,267.75,United Kingdom,8,3
14296.0,101.09,United Kingdom,3,2
14297.0,156.57,United Kingdom,6,2
14298.0,4523.69,United Kingdom,84,4
14299.0,1249.95,United Kingdom,41,4
14300.0,4.1499999999999995,United Kingdom,1,1
14301.0,165.33,United Kingdom,7,2
14302.0,81.4,United Kingdom,3,2
14303.0,32.35,United Kingdom,2,1
14304.0,361.39,United Kingdom,5,3
14305.0,264.84000000000003,United Kingdom,5,3
14306.0,161.56,United Kingdom,7,2
14307.0,844.46,United Kingdom,11,4
14308.0,3143.49,United Kingdom,5,4
14309.0,503.87,United Kingdom,12,4
14310.0,51.0,United Kingdom,1,1
14311.0,178.34,United Kingdom,3,3
14312.0,721.96,United Kingdom,11,4
14313.0,302.31,United Kingdom,1,3
14314.0,14.48,United Kingdom,3,1
14315.0,497.79,United Kingdom,10,4
14316.0,27.55,United Kingdom,6,1
14317.0,74.34,United Kingdom,1,2
14318.0,14.74,United Kingdom,1,1
14319.0,58.42,United Kingdom,2,1
14320.0,326.12,United Kingdom,7,3
14321.0,310.77,United Kingdom,8,3
14322.0,81.55,United Kingdom,6,2
14323.0,123.92,United Kingdom,4,2
14324.0,126.21000000000001,United Kingdom,2,2
14325.0,20.75,United Kingdom,1,1
14326.0,186.93,United Kingdom,4,3
14327.0,234.15,United Kingdom,6,3
14328.0,1335.16,United Kingdom,3,4
14329.0,1877.96,United Kingdom,28,4
14330.0,33.99,United Kingdom,1,1
14331.0,84.53999999999999,United Kingdom,2,2
14332.0,165.68,United Kingdom,5,2
14333.0,159.7,United Kingdom,2,2
14334.0,827.72,United Kingdom,14,4
14335.0,144.24,Germany,2,2
14336.0,145.36,United Kingdom,4,2
14337.0,95.88,United Kingdom,1,2
14338.0,164.14000000000001,United Kingdom,5,2
14339.0,52.68,United Kingdom,5,1
14340.0,17.6,United Kingdom,1,1
14341.0,687.92,United Kingdom,20,4
14342.0,122.0,United Kingdom,9,2
14343.0,573.68,United Kingdom,4,4
14344.0,870.6800000000001,United Kingdom,20,4
14345.0,20.94,United Kingdom,1,1
14346.0,507.53000000000003,United Kingdom,5,4
14347.0,16.4,United Kingdom,1,1
14348.0,53.32,United Kingdom,1,1
14349.0,71.9,United Kingdom,1,2
14350.0,247.49,United Kingdom,4,3
14351.0,4.25,United Kingdom,1,1
14352.0,181.7,United Kingdom,4,3
14353.0,41.65,United Kingdom,3,1
14354.0,11.14,United Kingdom,2,1
14355.0,161.78,United Kingdom,3,2
14356.0,146.68,United Kingdom,4,2
14357.0,79.96000000000001,United Kingdom,1,2
14358.0,55.55,United Kingdom,3,1
14359.0,228.2,United Kingdom,6,3
14360.0,365.85,United Kingdom,4,3
14361.0,37.94,United Kingdom,1,1
14362.0,95.47,United Kingdom,1,2
14363.0,27.42,United Kingdom,2,1
14364.0,208.8,United Kingdom,8,3
14365.0,100.08,United Kingdom,2,2
14366.0,8.5,United Kingdom,1,1
14367.0,1700.53,United Kingdom,19,4
14368.0,49.0,United Kingdom,1,1
14369.0,76.1,United Kingdom,2,2
14370.0,345.24,United Kingdom,9,3
14371.0,15.1,United Kingdom,1,1
14372.0,174.62,United Kingdom,3,3
14373.0,46.5,United Kingdom,1,1
14374.0,58.55,United Kingdom,1,1
14375.0,592.91,United Kingdom,3,4
14376.0,70.74,United Kingdom,1,2
14377.0,100.65,United Kingdom,2,2
14378.0,33.25,United Kingdom,1,1
14379.0,427.68,United Kingdom,4,3
14380.0,197.65,United Kingdom,2,3
14381.0,187.17,United Kingdom,2,3
14382.0,552.18,United Kingdom,3,4
14383.0,196.23,United Kingdom,3,3
14384.0,5.85,United Kingdom,1,1
14385.0,22.630000000000003,United Kingdom,3,1
14386.0,27.200000000000003,United Kingdom,1,1
14387.0,473.5,United Kingdom,3,4
14388.0,1213.91,United Kingdom,20,4
14389.0,223.97,United Kingdom,11,3
14390.0,1658.67,United Kingdom,18,4
14391.0,11.3,United Kingdom,1,1
14392.0,38.0,United Kingdom,1,1
14393.0,26.950000000000003,United Kingdom,1,1
14394.0,15.6,United Kingdom,1,1
14395.0,2426.54,United Kingdom,24,4
14396.0,803.4,United Kingdom,7,4
14397.0,194.75,United Kingdom,23,3
14398.0,207.73000000000002,United Kingdom,2,3
14399.0,516.58,United Kingdom,9,4
14400.0,132.14000000000001,United Kingdom,5,2
14401.0,493.38,United Kingdom,25,4
14402.0,9.2,United Kingdom,1,1
14403.0,199.79,United Kingdom,9,3
14404.0,694.83,United Kingdom,15,4
14405.0,3.9,United Kingdom,1,1
14406.0,30.36,United Kingdom,1,1
14407.0,305.89,United Kingdom,9,3
14408.0,244.13,United Kingdom,11,3
14409.0,256.44,United Kingdom,10,3
14410.0,1242.35,United Kingdom,17,4
14411.0,114.45,United Kingdom,1,2
14412.0,156.53,United Kingdom,4,2
14413.0,590.5500000000001,United Kingdom,4,4
14414.0,216.01000000000002,United Kingdom,9,3
14415.0,4064.29,United Kingdom,32,4
14416.0,23.36,United Kingdom,2,1
14417.0,329.34000000000003,United Kingdom,1,3
14418.0,265.44,United Kingdom,3,3
14419.0,586.0600000000001,United Kingdom,7,4
14420.0,270.36,United Kingdom,7,3
14421.0,256.73,United Kingdom,7,3
14422.0,1649.67,United Kingdom,21,4
14423.0,39.269999999999996,United Kingdom,4,1
14424.0,6.71,United Kingdom,1,1
14425.0,136.68,United Kingdom,5,2
14426.0,2178.01,United Kingdom,27,4
14427.0,420.20000000000005,United Kingdom,4,3
14428.0,609.87,United Kingdom,7,4
14429.0,53.27,United Kingdom,1,1
14430.0,173.1,United Kingdom,5,2
14431.0,318.41,United Kingdom,5,3
14432.0,554.21,United Kingdom,6,4
14433.0,191.1,United Kingdom,1,3
14434.0,53.42,United Kingdom,6,1
14435.0,1.67,United Kingdom,1,1
14436.0,21.37,United Kingdom,2,1
14437.0,257.8,United Kingdom,7,3
14438.0,14.35,United Kingdom,1,1
14439.0,685.44,Greece,5,4
14440.0,650.1,United Kingdom,15,4
14441.0,1026.61,United Kingdom,19,4
14442.0,1522.58,Channel Islands,12,4
14443.0,398.62,United Kingdom,8,3
14444.0,16.44,United Kingdom,1,1
14445.0,86.95,United Kingdom,1,2
14446.0,600.51,United Kingdom,5,4
14447.0,275.95,United Kingdom,6,3
14448.0,54.35,United Kingdom,2,1
14449.0,982.24,United Kingdom,8,4
14450.0,224.45000000000002,United Kingdom,7,3
14451.0,1152.74,United Kingdom,18,4
14452.0,410.47,United Kingdom,4,3
14453.0,83.1,United Kingdom,1,2
14454.0,380.74,United Kingdom,6,3
14455.0,112.69,United Kingdom,5,2
14456.0,1737.26,United Kingdom,14,4
14457.0,5.0200000000000005,United Kingdom,1,1
14458.0,62.98,United Kingdom,1,1
14459.0,446.261,United Kingdom,3,3
14460.0,61.89,United Kingdom,12,1
14461.0,2248.23,United Kingdom,14,4
14462.0,854.91,United Kingdom,16,4
14463.0,52.26,United Kingdom,4,1
14464.0,14.75,United Kingdom,2,1
14465.0,517.09,United Kingdom,11,4
14466.0,644.87,United Kingdom,13,4
14467.0,730.5600000000001,United Kingdom,12,4
14468.0,63.47,United Kingdom,1,1
14469.0,573.16,United Kingdom,4,4
14470.0,281.52,United Kingdom,3,3
14471.0,129.21,United Kingdom,2,2
14472.0,934.74,United Kingdom,9,4
14473.0,28.75,United Kingdom,2,1
14474.0,554.75,United Kingdom,3,4
14475.0,179.29,United Kingdom,7,3
14476.0,62.15,United Kingdom,1,1
14477.0,30.91,United Kingdom,10,1
14478.0,150.29,United Kingdom,4,2
14479.0,461.62,United Kingdom,4,3
14480.0,185.84,United Kingdom,5,3
14481.0,730.2700000000001,United Kingdom,6,4
14482.0,650.97,United Kingdom,14,4
14483.0,25.62,United Kingdom,3,1
14484.0,110.85,United Kingdom,4,2
14485.0,126.1,United Kingdom,1,2
14486.0,11.7,United Kingdom,2,1
14487.0,498.13,United Kingdom,8,4
14488.0,109.74,United Kingdom,2,2
14489.0,215.86,United Kingdom,4,3
14490.0,152.87,United Kingdom,2,2
14491.0,93.82000000000001,United Kingdom,2,2
14492.0,467.11,United Kingdom,10,4
14493.0,1073.61,United Kingdom,14,4
14494.0,31.49,United Kingdom,3,1
14495.0,29.05,United Kingdom,4,1
14496.0,590.24,United Kingdom,10,4
14497.0,188.76,United Kingdom,3,3
14498.0,1126.56,United Kingdom,10,4
14499.0,674.95,United Kingdom,10,4
14500.0,43.5,United Kingdom,3,1
14501.0,24.650000000000002,United Kingdom,3,1
14502.0,1524.53,United Kingdom,14,4
14503.0,437.26,United Kingdom,6,3
14504.0,372.65,United Kingdom,4,3
14505.0,4891.1900000000005,United Kingdom,27,4
14506.0,1674.03,United Kingdom,7,4
14507.0,928.91,United Kingdom,14,4
14508.0,651.02,United Kingdom,6,4
14509.0,87.75,United Kingdom,1,2
14510.0,165.12,United Kingdom,4,2
14511.0,181.97,United Kingdom,6,3
14512.0,235.98,United Kingdom,7,3
14513.0,60.21,United Kingdom,7,1
14514.0,873.71,United Kingdom,10,4
14515.0,505.22,United Kingdom,15,4
14516.0,105.2,United Kingdom,1,2
14517.0,96.0,United Kingdom,2,2
14518.0,43.19,United Kingdom,1,1
14519.0,109.44,United Kingdom,2,2
14520.0,12.83,United Kingdom,2,1
14521.0,48.1,United Kingdom,2,1
14522.0,119.54,United Kingdom,8,2
14523.0,32.64,United Kingdom,1,1
14524.0,1201.53,United Kingdom,13,4
14525.0,1607.57,United Kingdom,21,4
14526.0,84.53,United Kingdom,1,2
14527.0,15621.86,United Kingdom,190,4
14528.0,35.53,United Kingdom,1,1
14529.0,450.81,United Kingdom,3,3
14530.0,1823.16,United Kingdom,19,4
14531.0,71.48,United Kingdom,1,2
14532.0,1477.96,United Kingdom,12,4
14533.0,222.77,United Kingdom,15,3
14534.0,2563.55,United Kingdom,38,4
14535.0,2418.5,United Kingdom,11,4
14536.0,91.8,United Kingdom,1,2
14537.0,96.97,United Kingdom,3,2
14538.0,399.98,United Kingdom,5,3
14539.0,66.53,United Kingdom,2,1
14540.0,1025.25,United Kingdom,12,4
14541.0,478.81,United Kingdom,14,4
14542.0,27.05,United Kingdom,1,1
14543.0,1937.85,United Kingdom,50,4
14544.0,416.33,United Kingdom,3,3
14545.0,94.94,United Kingdom,1,2
14546.0,2138.94,United Kingdom,20,4
14547.0,1053.88,United Kingdom,9,4
14548.0,343.27,United Kingdom,9,3
14549.0,420.88,United Kingdom,4,3
14550.0,240.91,United Kingdom,4,3
14551.0,257.71,United Kingdom,9,3
14552.0,318.09,United Kingdom,3,3
14553.0,790.17,United Kingdom,10,4
14554.0,595.48,United Kingdom,4,4
14555.0,459.49,United Kingdom,7,3
14556.0,559.99,United Kingdom,3,4
14557.0,50.88,United Kingdom,2,1
14558.0,140.15,United Kingdom,5,2
14559.0,2.1,United Kingdom,1,1
14560.0,881.49,United Kingdom,46,4
14561.0,137.01,United Kingdom,3,2
14562.0,2019.52,United Kingdom,30,4
14563.0,477.42,United Kingdom,2,4
14564.0,421.29,Channel Islands,5,3
14565.0,601.54,United Kingdom,7,4
14566.0,27.36,Channel Islands,4,1
